Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Region,Returned,Segment,Ship Date,Ship Mode,State,Sub-Category,Order_Product_Count,Profit,Quantity,Sales
Office Supplies,United States,Christine Sundaresam,0%,18/03/2015,CA-2013-128111,Newell 345,East,,Consumer,24/03/2015,Standard Class,Massachusetts,Art,1,$10,2,39.68
Office Supplies,United States,Dave Brooks,20%,19/03/2015,CA-2013-113292,Hoover WindTunnel Plus Canister Vacuum,South,,Consumer,21/03/2015,Second Class,Tennessee,Appliances,1,$87,3,871.8
Furniture,United States,Rose O'Brian,40%,19/03/2015,US-2013-120929,Balt Solid Wood Rectangular Table,South,,Consumer,22/03/2015,Second Class,Tennessee,Tables,1,-$95,3,189.882
Furniture,United States,Susan Vittorini,0%,20/03/2015,CA-2013-136371,"GE 4 Foot Flourescent Tube, 40 Watt",East,,Consumer,22/03/2015,Second Class,New York,Furnishings,1,$7,1,14.98
Furniture,United States,Susan Vittorini,0%,20/03/2015,CA-2013-136371,"Master Caster Door Stop, Brown",East,,Consumer,22/03/2015,Second Class,New York,Furnishings,1,$7,4,20.32
Furniture,United States,Bobby Trafton,70%,20/03/2015,CA-2013-106383,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",West,,Consumer,22/03/2015,Second Class,Colorado,Bookcases,1,-$99,1,72.294
Office Supplies,United States,Corey Catlett,70%,20/03/2015,CA-2013-118178,Ibico Recycled Grain-Textured Covers,South,,Corporate,25/03/2015,Standard Class,Tennessee,Binders,1,-$21,3,31.086
Technology,United States,Peter BŸhler,20%,21/03/2015,CA-2013-150889,Belkin iPhone and iPad Lightning Cable,Central,,Consumer,23/03/2015,Second Class,Illinois,Phones,1,$1,1,11.992
Furniture,United States,Robert Dilbeck,0%,21/03/2015,CA-2013-127670,Chromcraft Round Conference Tables,Central,,Home Office,25/03/2015,Standard Class,Missouri,Tables,1,$146,4,697.16
Office Supplies,United States,Zuschuss Carroll,70%,21/03/2015,US-2013-156986,Clear Mylar Reinforcing Strips,West,Yes,Consumer,25/03/2015,Standard Class,Oregon,Binders,1,-$13,3,16.821
Office Supplies,United States,Zuschuss Carroll,20%,21/03/2015,US-2013-156986,Xerox 1894,West,Yes,Consumer,25/03/2015,Standard Class,Oregon,Paper,1,$4,2,10.368
Office Supplies,United States,Zuschuss Carroll,20%,21/03/2015,US-2013-156986,Xerox 225,West,Yes,Consumer,25/03/2015,Standard Class,Oregon,Paper,1,$7,4,20.736
Technology,United States,Zuschuss Carroll,20%,21/03/2015,US-2013-156986,i.Sound Portable Power - 8000 mAh,West,Yes,Consumer,25/03/2015,Standard Class,Oregon,Phones,1,-$20,2,84.784
Furniture,United States,Aaron Hawkins,0%,21/03/2015,CA-2013-162747,"Eldon Image Series Desk Accessories, Ebony",South,,Corporate,26/03/2015,Second Class,Mississippi,Furnishings,1,$38,7,86.45
Furniture,United States,Dario Medina,30%,22/03/2015,CA-2013-163153,Safco Drafting Table,Central,,Corporate,26/03/2015,Standard Class,Texas,Tables,1,-$1,2,99.372
Office Supplies,United States,Dario Medina,20%,22/03/2015,CA-2013-163153,Prang Dustless Chalk Sticks,Central,,Corporate,26/03/2015,Standard Class,Texas,Art,1,$1,1,1.344
Furniture,United States,Kean Takahito,30%,22/03/2015,US-2013-133879,"Global Airflow Leather Mesh Back Chair, Black",Central,,Consumer,29/03/2015,Standard Class,Illinois,Chairs,1,$0,5,528.43
Office Supplies,United States,Kean Takahito,20%,22/03/2015,US-2013-133879,Newell 33,Central,,Consumer,29/03/2015,Standard Class,Illinois,Art,1,$2,3,13.392
Office Supplies,United States,Kean Takahito,80%,22/03/2015,US-2013-133879,Avery Durable Slant Ring Binders,Central,,Consumer,29/03/2015,Standard Class,Illinois,Binders,1,-$5,2,3.168
Furniture,United States,Marc Crier,20%,23/03/2015,CA-2013-118899,"Global Stack Chair with Arms, Black",West,Yes,Consumer,23/03/2015,Same Day,Washington,Chairs,1,$15,7,167.888
Technology,United States,Robert Barroso,0%,23/03/2015,CA-2013-107615,Logitech ClearChat Comfort/USB Headset H390,West,,Corporate,26/03/2015,First Class,Nevada,Accessories,1,$19,2,58.58
Furniture,United States,Dan Campbell,50%,25/03/2015,CA-2013-130911,O'Sullivan Living Dimensions 3-Shelf Bookcases,East,,Consumer,27/03/2015,Second Class,Ohio,Bookcases,1,-$241,3,301.47
Office Supplies,United States,Dan Campbell,20%,25/03/2015,CA-2013-130911,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",East,,Consumer,27/03/2015,Second Class,Ohio,Art,1,$2,2,18.656
Office Supplies,United States,Vivek Grady,0%,25/03/2015,CA-2013-113803,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Central,,Corporate,27/03/2015,First Class,Indiana,Paper,1,$10,1,22.48
Technology,United States,Dan Reichenbach,20%,25/03/2015,US-2013-164189,BlackBerry Q10,West,,Corporate,29/03/2015,Standard Class,Oregon,Phones,1,$25,4,403.168
Technology,United States,Toby Braunhardt,0%,26/03/2015,CA-2013-134887,LogitechÊP710e Mobile Speakerphone,Central,,Consumer,26/03/2015,Same Day,Oklahoma,Accessories,1,$245,5,1287.45
Office Supplies,United States,Damala Kotsonis,0%,26/03/2015,CA-2013-120082,Newell 319,East,,Corporate,28/03/2015,Second Class,New York,Art,1,$18,3,59.52
Office Supplies,United States,Dean Braden,20%,27/03/2015,US-2013-162677,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,,Consumer,28/03/2015,First Class,North Carolina,Storage,1,$6,5,67.64
Technology,United States,Dean Braden,20%,27/03/2015,US-2013-162677,Case Logic 2.4GHz Wireless Keyboard,South,,Consumer,28/03/2015,First Class,North Carolina,Accessories,1,-$18,3,119.976
Office Supplies,United States,Mark Van Huff,20%,27/03/2015,CA-2013-161361,"Wilson Jones Hanging View Binder, White, 1""",West,,Consumer,29/03/2015,Second Class,Idaho,Binders,1,$6,3,17.04
Office Supplies,United States,Mark Van Huff,0%,27/03/2015,CA-2013-161361,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",West,,Consumer,29/03/2015,Second Class,Idaho,Paper,1,$9,3,17.64
Office Supplies,United States,Sibella Parks,0%,27/03/2015,CA-2013-123666,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",East,,Corporate,31/03/2015,Standard Class,New York,Storage,1,$18,5,459.95
Furniture,United States,David Smith,0%,28/03/2015,CA-2013-119074,DAX Two-Tone Silver Metal Document Frame,South,,Corporate,01/04/2015,Standard Class,Georgia,Furnishings,1,$9,1,20.24
Furniture,United States,David Smith,0%,28/03/2015,CA-2013-119074,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",South,,Corporate,01/04/2015,Standard Class,Georgia,Furnishings,1,$11,4,39.92
Office Supplies,United States,David Smith,0%,28/03/2015,CA-2013-119074,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",South,,Corporate,01/04/2015,Standard Class,Georgia,Binders,1,$16,2,32.54
Office Supplies,United States,Chris Cortes,0%,29/03/2015,CA-2013-131380,Xerox 1983,West,,Consumer,01/04/2015,Second Class,California,Paper,1,$3,1,5.98
Office Supplies,United States,Chris Cortes,0%,29/03/2015,CA-2013-131380,Rogers Deluxe File Chest,West,,Consumer,01/04/2015,Second Class,California,Storage,1,$1,4,87.92
Office Supplies,United States,Aaron Smayling,0%,29/03/2015,CA-2013-162901,Hanging Personal Folder File,South,,Corporate,01/04/2015,First Class,Virginia,Storage,1,$8,2,31.4
Furniture,United States,Troy Blackwell,50%,30/03/2015,CA-2013-127236,"Bush Andora Bookcase, Maple/Graphite Gray Finish",East,,Consumer,03/04/2015,Standard Class,Ohio,Bookcases,1,-$168,5,299.975
Furniture,United States,Janet Martin,0%,30/03/2015,CA-2013-167556,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,,Consumer,03/04/2015,Standard Class,New York,Furnishings,1,$124,8,414
Furniture,United States,Maria Etezadi,30%,30/03/2015,CA-2013-152555,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Central,,Home Office,03/04/2015,Second Class,Illinois,Chairs,1,-$36,6,844.116
Office Supplies,United States,Janet Martin,20%,30/03/2015,CA-2013-167556,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",East,,Consumer,03/04/2015,Standard Class,New York,Binders,1,$9,5,29.8
Office Supplies,United States,Janet Martin,20%,30/03/2015,CA-2013-167556,GBC Plastic Binding Combs,East,,Consumer,03/04/2015,Standard Class,New York,Binders,1,$15,7,41.328
Office Supplies,United States,Janet Martin,0%,30/03/2015,CA-2013-167556,"Memo Book, 100 Message Capacity, 5 3/8Ó x 11Ó",East,,Consumer,03/04/2015,Standard Class,New York,Paper,1,$7,2,13.48
Office Supplies,United States,Maria Etezadi,20%,30/03/2015,CA-2013-152555,Computer Printout Paper with Letter-Trim Perforations,Central,,Home Office,03/04/2015,Second Class,Illinois,Paper,1,$16,3,45.528
Technology,United States,Troy Blackwell,40%,30/03/2015,CA-2013-127236,Clearsounds A400,East,,Consumer,03/04/2015,Standard Class,Ohio,Phones,1,-$37,4,158.376
Technology,United States,Maria Etezadi,20%,30/03/2015,CA-2013-152555,Jabra BIZ 2300 Duo QD Duo CordedÊHeadset,Central,,Home Office,03/04/2015,Second Class,Illinois,Phones,1,$61,8,812.736
Office Supplies,United States,Cathy Prescott,0%,31/03/2015,CA-2013-128258,Xerox 188,East,,Corporate,02/04/2015,First Class,Connecticut,Paper,1,$6,1,11.34
Technology,United States,Carlos Soltero,20%,01/04/2015,US-2013-151827,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,East,Yes,Consumer,03/04/2015,Second Class,Pennsylvania,Accessories,1,$1,2,31.984
Technology,United States,Carlos Soltero,40%,01/04/2015,US-2013-151827,LG Exalt,East,Yes,Consumer,03/04/2015,Second Class,Pennsylvania,Phones,1,-$61,3,280.782
Furniture,United States,Erica Hackney,10%,01/04/2015,CA-2013-124100,"Global Value Steno Chair, Gray",East,,Consumer,07/04/2015,Standard Class,New York,Chairs,1,$55,6,327.996
Office Supplies,United States,Raymond Buch,0%,02/04/2015,CA-2013-166674,50 Colored Long Pencils,East,,Consumer,04/04/2015,Second Class,New York,Art,1,$8,3,30.48
Office Supplies,United States,Raymond Buch,0%,02/04/2015,CA-2013-166674,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,East,,Consumer,04/04/2015,Second Class,New York,Art,1,$71,6,263.88
Office Supplies,United States,Raymond Buch,0%,02/04/2015,CA-2013-166674,Newell 342,East,,Consumer,04/04/2015,Second Class,New York,Art,1,$3,3,9.84
Office Supplies,United States,Raymond Buch,0%,02/04/2015,CA-2013-166674,Newell 345,East,,Consumer,04/04/2015,Second Class,New York,Art,1,$15,3,59.52
Office Supplies,United States,Raymond Buch,0%,02/04/2015,CA-2013-166674,Fellowes Bankers Box Recycled Super Stor/Drawer,East,,Consumer,04/04/2015,Second Class,New York,Storage,1,$10,3,161.94
Technology,United States,Raymond Buch,0%,02/04/2015,CA-2013-166674,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,East,,Consumer,04/04/2015,Second Class,New York,Phones,1,$9,4,35.12
Furniture,United States,Frank Preis,10%,02/04/2015,CA-2013-111213,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,,Consumer,06/04/2015,Standard Class,New York,Chairs,1,$293,6,1317.492
Furniture,United States,Daniel Byrd,0%,02/04/2015,CA-2013-127985,Regeneration Desk Collection,South,,Home Office,06/04/2015,Second Class,Georgia,Furnishings,1,$3,4,7.04
Office Supplies,United States,Frank Preis,20%,02/04/2015,CA-2013-111213,Avery Non-Stick Binders,East,,Consumer,06/04/2015,Standard Class,New York,Binders,1,$1,1,3.592
Office Supplies,United States,Frank Preis,0%,02/04/2015,CA-2013-111213,Staple remover,East,,Consumer,06/04/2015,Standard Class,New York,Supplies,1,$19,8,63.84
Office Supplies,United States,Thomas Boland,20%,02/04/2015,CA-2013-161473,Avery Hanging File Binders,East,,Corporate,06/04/2015,Standard Class,New York,Binders,1,$5,3,14.352
Office Supplies,United States,Thomas Boland,0%,02/04/2015,CA-2013-161473,Avery 473,East,,Corporate,06/04/2015,Standard Class,New York,Labels,1,$10,2,20.7
Office Supplies,United States,Thomas Boland,0%,02/04/2015,CA-2013-161473,Acme Value Line Scissors,East,,Corporate,06/04/2015,Standard Class,New York,Supplies,1,$3,3,10.95
Office Supplies,United States,Don Weiss,0%,02/04/2015,CA-2013-149902,Boston 16801 Nautilus Battery Pencil Sharpener,East,,Consumer,07/04/2015,Standard Class,New York,Art,1,$23,4,88.04
Technology,United States,Muhammed Yedwab,0%,02/04/2015,US-2013-160206,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Central,,Corporate,08/04/2015,Standard Class,Wisconsin,Phones,1,$0,1,12.99
Office Supplies,United States,Barry Blumstein,20%,02/04/2015,CA-2013-103947,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,West,,Corporate,09/04/2015,Standard Class,Arizona,Appliances,1,$3,2,30.144
Office Supplies,United States,Barry Blumstein,20%,02/04/2015,CA-2013-103947,Staples,West,,Corporate,09/04/2015,Standard Class,Arizona,Fasteners,1,$10,5,31.56
Furniture,United States,Denny Joy,0%,03/04/2015,CA-2013-123540,Global Executive Mid-Back Manager's Chair,Central,,Corporate,07/04/2015,Second Class,Wisconsin,Chairs,1,$378,5,1454.9
Office Supplies,United States,Steven Roelle,20%,04/04/2015,CA-2013-162222,Xerox 1962,Central,,Home Office,04/04/2015,Same Day,Texas,Paper,1,$3,3,10.272
Office Supplies,United States,Carlos Soltero,70%,04/04/2015,CA-2013-120796,"GBC Velobind Prepunched Cover Sets, Regency Series",East,,Consumer,08/04/2015,Standard Class,Pennsylvania,Binders,1,-$83,9,99.846
Furniture,United States,Zuschuss Donatelli,0%,04/04/2015,CA-2013-167682,"Seth Thomas 13 1/2"" Wall Clock",Central,,Consumer,10/04/2015,Standard Class,Indiana,Furnishings,1,$22,4,71.12
Technology,United States,Zuschuss Donatelli,0%,04/04/2015,CA-2013-167682,Plantronics Voyager Pro HD - Bluetooth Headset,Central,,Consumer,10/04/2015,Standard Class,Indiana,Phones,1,$125,4,259.96
Office Supplies,United States,Maria Etezadi,0%,05/04/2015,CA-2013-159142,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",South,,Home Office,06/04/2015,First Class,Virginia,Paper,1,$13,3,27.81
Technology,United States,Maria Etezadi,0%,05/04/2015,CA-2013-159142,Anker Astro 15000mAh USB Portable Charger,South,,Home Office,06/04/2015,First Class,Virginia,Phones,1,$6,3,149.97
Furniture,United States,Becky Castell,0%,05/04/2015,CA-2013-123050,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",East,,Home Office,09/04/2015,Second Class,New York,Furnishings,1,$7,2,82.64
Office Supplies,United States,Becky Castell,0%,05/04/2015,CA-2013-123050,"Tenex File Box, Personal Filing Tote with Lid, Black",East,,Home Office,09/04/2015,Second Class,New York,Storage,1,$8,2,31.02
Technology,United States,Becky Castell,0%,05/04/2015,CA-2013-123050,Logitech Trackman Marble Mouse,East,,Home Office,09/04/2015,Second Class,New York,Accessories,1,$38,3,89.97
Office Supplies,United States,Evan Henry,20%,05/04/2015,CA-2013-167115,Ibico Ibimaster 300 Manual Binding System,East,,Consumer,10/04/2015,Standard Class,New York,Binders,1,$184,2,588.784
Office Supplies,United States,Justin Hirsh,20%,06/04/2015,CA-2013-161907,Premier Automatic Letter Opener,East,,Consumer,10/04/2015,Standard Class,Pennsylvania,Supplies,1,-$163,4,769.184
Technology,United States,Justin Hirsh,40%,06/04/2015,CA-2013-161907,Clearsounds A400,East,,Consumer,10/04/2015,Standard Class,Pennsylvania,Phones,1,-$28,3,118.782
Office Supplies,United States,Gary Mitchum,20%,06/04/2015,CA-2013-159695,Eldon Portable Mobile Manager,Central,,Home Office,11/04/2015,Second Class,Texas,Storage,1,$14,7,158.368
Technology,United States,Valerie Mitchum,0%,07/04/2015,US-2013-150140,Nortel Meridian M5316 Digital phone,East,,Home Office,11/04/2015,Standard Class,Vermont,Phones,1,$337,5,1294.75
Office Supplies,United States,Erin Smith,0%,08/04/2015,CA-2013-154998,Xerox 1939,East,,Corporate,10/04/2015,First Class,New Jersey,Paper,1,$18,2,37.94
Technology,United States,Yoseph Carroll,20%,08/04/2015,CA-2013-110499,Hewlett Packard 610 Color Digital Copier / Printer,West,,Corporate,10/04/2015,First Class,California,Copiers,1,$375,3,1199.976
Office Supplies,United States,Sarah Foster,0%,08/04/2015,CA-2013-132899,Newell 322,East,,Consumer,12/04/2015,Standard Class,New York,Art,1,$1,2,3.64
Furniture,United States,Dorris liebe,10%,08/04/2015,CA-2013-120530,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,,Corporate,13/04/2015,Standard Class,New York,Chairs,1,$146,3,658.746
Office Supplies,United States,Alan Shonely,20%,08/04/2015,CA-2013-114405,Belkin 7-Outlet SurgeMaster Home Series,East,,Consumer,13/04/2015,Standard Class,Pennsylvania,Appliances,1,$3,3,33.528
Office Supplies,United States,Alan Shonely,20%,08/04/2015,CA-2013-114405,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,East,,Consumer,13/04/2015,Standard Class,Pennsylvania,Storage,1,$4,3,36.744
Furniture,United States,Raymond Messe,0%,09/04/2015,US-2013-106600,"Hon Metal Bookcases, Black",South,,Consumer,12/04/2015,First Class,Georgia,Bookcases,1,$89,5,354.9
Furniture,United States,Zuschuss Carroll,30%,09/04/2015,CA-2013-130946,Global Chrome Stack Chair,Central,,Consumer,13/04/2015,Standard Class,Texas,Chairs,1,-$4,4,95.984
Office Supplies,United States,Zuschuss Carroll,80%,09/04/2015,CA-2013-130946,GBC DocuBind P400 Electric Binding System,Central,,Consumer,13/04/2015,Standard Class,Texas,Binders,1,"-$1,851",4,1088.792
Technology,United States,Zuschuss Carroll,20%,09/04/2015,CA-2013-130946,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,,Consumer,13/04/2015,Standard Class,Texas,Accessories,1,$65,9,431.928
Office Supplies,United States,Logan Currie,0%,09/04/2015,CA-2013-130477,Xerox 1923,West,Yes,Consumer,13/04/2015,Standard Class,California,Paper,1,$10,3,20.04
Office Supplies,United States,Logan Currie,0%,09/04/2015,CA-2013-130477,Xerox 1931,West,Yes,Consumer,13/04/2015,Standard Class,California,Paper,1,$6,2,12.96
Office Supplies,United States,Logan Currie,0%,09/04/2015,CA-2013-130477,Fellowes Neat Ideas Storage Cubes,West,Yes,Consumer,13/04/2015,Standard Class,California,Storage,1,$3,2,64.96
Furniture,United States,Jeremy Lonsdale,20%,09/04/2015,CA-2013-138520,Sauder Barrister Bookcases,East,,Consumer,14/04/2015,Standard Class,New York,Bookcases,1,-$5,6,388.704
Office Supplies,United States,Jeremy Lonsdale,0%,09/04/2015,CA-2013-138520,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",East,,Consumer,14/04/2015,Standard Class,New York,Art,1,$7,4,17.04
Office Supplies,United States,Jeremy Lonsdale,0%,09/04/2015,CA-2013-138520,"#10 Gummed Flap White Envelopes, 100/Box",East,,Consumer,14/04/2015,Standard Class,New York,Envelopes,1,$4,2,8.26
Office Supplies,United States,Jeremy Lonsdale,0%,09/04/2015,CA-2013-138520,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Ó x 11Ó",East,,Consumer,14/04/2015,Standard Class,New York,Paper,1,$16,5,34.4
Furniture,United States,Clytie Kelty,0%,09/04/2015,CA-2013-124233,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,,Consumer,15/04/2015,Standard Class,California,Furnishings,1,$10,5,24.7
Office Supplies,United States,Patrick Gardner,0%,09/04/2015,CA-2013-150000,Ampad #10 Peel & Seel Holiday Envelopes,South,,Consumer,15/04/2015,Standard Class,Georgia,Envelopes,1,$9,4,17.92
Office Supplies,United States,Eugene Hildebrand,70%,09/04/2015,CA-2013-104969,Catalog Binders with Expanding Posts,East,,Home Office,15/04/2015,Standard Class,Ohio,Binders,1,-$101,6,121.104
Office Supplies,United States,Eugene Hildebrand,20%,09/04/2015,CA-2013-104969,#10 Self-Seal White Envelopes,East,,Home Office,15/04/2015,Standard Class,Ohio,Envelopes,1,$3,1,8.872
Furniture,United States,Christine Kargatis,0%,09/04/2015,CA-2013-134789,Eldon Radial Chair Mat for Low to Medium Pile Carpets,South,,Home Office,16/04/2015,Standard Class,Arkansas,Furnishings,1,$32,4,159.92
Office Supplies,United States,Christine Kargatis,0%,09/04/2015,CA-2013-134789,Advantus Plastic Paper Clips,South,,Home Office,16/04/2015,Standard Class,Arkansas,Fasteners,1,$14,6,30
Office Supplies,United States,Christine Kargatis,0%,09/04/2015,CA-2013-134789,Xerox 1993,South,,Home Office,16/04/2015,Standard Class,Arkansas,Paper,1,$13,4,25.92
Office Supplies,United States,Edward Becker,20%,10/04/2015,CA-2013-126809,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",West,,Corporate,14/04/2015,Standard Class,Washington,Binders,1,$13,9,35.352
Furniture,United States,Herbert Flentye,15%,10/04/2015,CA-2013-117681,Bush Somerset Collection Bookcase,West,,Consumer,15/04/2015,Standard Class,California,Bookcases,1,$7,5,556.665
Office Supplies,United States,Sean Wendt,0%,10/04/2015,CA-2013-128517,Storex Flexible Poly Binders with Double Pockets,Central,,Home Office,15/04/2015,Second Class,Michigan,Binders,1,$2,2,5.28
Technology,United States,Sean Wendt,0%,10/04/2015,CA-2013-128517,Nortel Meridian M5316 Digital phone,Central,,Home Office,15/04/2015,Second Class,Michigan,Phones,1,$135,2,517.9
Office Supplies,United States,Justin Ritter,70%,11/04/2015,US-2013-114622,Wilson Jones Hanging Recycled Pressboard Data Binders,East,,Corporate,13/04/2015,First Class,Ohio,Binders,1,-$7,2,8.904
Office Supplies,United States,Quincy Jones,20%,11/04/2015,CA-2013-109652,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Central,,Corporate,16/04/2015,Standard Class,Illinois,Art,1,$3,4,13.568
Office Supplies,United States,Filia McAdams,20%,11/04/2015,CA-2013-124814,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",West,,Corporate,17/04/2015,Standard Class,California,Binders,1,$8,5,23.2
Office Supplies,United States,Filia McAdams,0%,11/04/2015,CA-2013-124814,Xerox 227,West,,Corporate,17/04/2015,Standard Class,California,Paper,1,$6,2,12.96
Office Supplies,United States,Brian Thompson,0%,11/04/2015,CA-2013-123358,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,,Consumer,18/04/2015,Standard Class,California,Appliances,1,$44,3,113.76
Office Supplies,United States,Brian Thompson,20%,11/04/2015,CA-2013-123358,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",West,,Consumer,18/04/2015,Standard Class,California,Binders,1,$16,4,48.032
Office Supplies,United States,Brian Thompson,0%,11/04/2015,CA-2013-123358,Fellowes Staxonsteel Drawer Files,West,,Consumer,18/04/2015,Standard Class,California,Storage,1,$81,3,579.51
Office Supplies,United States,Brian Thompson,0%,11/04/2015,CA-2013-123358,Rogers Profile Extra Capacity Storage Tub,West,,Consumer,18/04/2015,Standard Class,California,Storage,1,$6,9,150.66
Furniture,United States,Jason Fortune-,20%,13/04/2015,CA-2013-163594,"Global Geo Office Task Chair, Gray",West,,Consumer,15/04/2015,First Class,California,Chairs,1,-$36,3,194.352
Office Supplies,United States,Jason Fortune-,20%,13/04/2015,CA-2013-163594,Aluminum Screw Posts,West,,Consumer,15/04/2015,First Class,California,Binders,1,$14,3,36.624
Office Supplies,United States,Jason Fortune-,0%,13/04/2015,CA-2013-163594,Xerox 206,West,,Consumer,15/04/2015,First Class,California,Paper,1,$9,3,19.44
Furniture,United States,Brian Dahlen,0%,13/04/2015,CA-2013-112102,KI Adjustable-Height Table,South,,Consumer,17/04/2015,Standard Class,Virginia,Tables,1,$76,4,343.92
Office Supplies,United States,Brian Dahlen,0%,13/04/2015,CA-2013-112102,Globe Weis Peel & Seel First Class Envelopes,South,,Consumer,17/04/2015,Standard Class,Virginia,Envelopes,1,$29,5,63.9
Office Supplies,United States,Brian Dahlen,0%,13/04/2015,CA-2013-112102,Xerox 1945,South,,Consumer,17/04/2015,Standard Class,Virginia,Paper,1,$20,1,40.99
Furniture,United States,Beth Paige,20%,13/04/2015,CA-2013-142398,Hon Comfortask Task/Swivel Chairs,West,Yes,Consumer,17/04/2015,Standard Class,California,Chairs,1,-$32,7,638.288
Office Supplies,United States,Beth Paige,20%,13/04/2015,CA-2013-142398,JM Magazine Binder,West,Yes,Consumer,17/04/2015,Standard Class,California,Binders,1,$5,1,13.208
Office Supplies,United States,Thomas Boland,20%,13/04/2015,CA-2013-124254,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",South,,Corporate,18/04/2015,Standard Class,North Carolina,Paper,1,$3,3,10.272
Office Supplies,United States,Thomas Boland,20%,13/04/2015,CA-2013-124254,Fellowes Bankers Box Recycled Super Stor/Drawer,South,,Corporate,18/04/2015,Standard Class,North Carolina,Storage,1,-$23,3,129.552
Office Supplies,United States,Thomas Boland,20%,13/04/2015,CA-2013-124254,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,South,,Corporate,18/04/2015,Standard Class,North Carolina,Storage,1,-$5,1,51.984
Office Supplies,United States,Susan Pistek,0%,14/04/2015,CA-2013-152800,Poly String Tie Envelopes,West,,Consumer,16/04/2015,First Class,California,Envelopes,1,$3,3,6.12
Furniture,United States,Kean Takahito,20%,15/04/2015,CA-2013-112669,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,West,,Consumer,15/04/2015,Same Day,Arizona,Chairs,1,$105,4,933.536
Office Supplies,United States,Kean Takahito,20%,15/04/2015,CA-2013-112669,"Fellowes Personal Hanging Folder Files, Navy",West,,Consumer,15/04/2015,Same Day,Arizona,Storage,1,$4,4,42.976
Office Supplies,United States,Jill Matthias,0%,15/04/2015,CA-2013-166625,GBC ProClick Spines for 32-Hole Punch,East,,Consumer,18/04/2015,First Class,Maryland,Binders,1,$12,2,25.06
Furniture,United States,Philip Brown,20%,15/04/2015,CA-2013-148796,Bevis Steel Folding Chairs,West,Yes,Consumer,19/04/2015,Standard Class,California,Chairs,1,$38,5,383.8
Office Supplies,United States,Tom Boeckenhauer,0%,15/04/2015,CA-2013-164735,Acco Perma 4000 Stacking Storage Drawers,South,,Consumer,20/04/2015,Second Class,Virginia,Storage,1,$12,5,81.2
Furniture,United States,Bill Donatelli,20%,16/04/2015,CA-2013-136406,HON 5400 Series Task Chairs for Big and Tall,West,,Consumer,18/04/2015,Second Class,California,Chairs,1,$0,2,1121.568
Office Supplies,United States,Julie Kriz,0%,16/04/2015,CA-2013-117849,Xerox 1911,West,,Home Office,18/04/2015,Second Class,California,Paper,1,$69,3,143.7
Office Supplies,United States,Muhammed Yedwab,20%,16/04/2015,US-2013-132423,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Central,,Corporate,20/04/2015,Standard Class,Texas,Art,1,$6,7,33.488
Office Supplies,United States,Muhammed Yedwab,20%,16/04/2015,US-2013-132423,Ideal Clamps,Central,,Corporate,20/04/2015,Standard Class,Texas,Fasteners,1,$3,5,8.04
Office Supplies,United States,Ross Baird,70%,16/04/2015,US-2013-123750,GBC ProClick 150 Presentation Binding System,South,,Home Office,22/04/2015,Standard Class,North Carolina,Binders,1,-$145,2,189.588
